customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
JJJZ-2227,Female,0,Yes,No,64,Yes,Yes,DSL,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),103.43,7243.2,Yes
VALO-2315,Male,0,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,One year,No,Credit card (automatic),93.0,2396.3,Yes
JQQH-3068,Male,0,No,Yes,68,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,36.84,2613.26,Yes
JGAQ-0762,Female,0,No,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,65.37,1694.36,No
SLSR-3682,Female,0,Yes,No,64,No,No phone service,No,No,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,53.43,3722.37,No
ZWLT-0472,Female,0,No,No,11,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Month-to-month,No,Electronic check,63.75,632.73,Yes
ZDOS-9797,Female,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,92.61,2980.76,No
NTKB-2231,Male,0,Yes,No,23,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.71,2344.27,No
RSLA-7520,Female,0,Yes,No,41,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,83.73,3589.35,No
CACD-5668,Female,0,Yes,No,54,No,No,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,19.39,1042.22,Yes
HMDF-0751,Male,0,Yes,No,54,Yes,No phone service,DSL,No,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,30.69,1803.05,No
HTID-0694,Female,0,Yes,No,7,Yes,No,DSL,Yes,Yes,Yes,No,No,No internet service,Two year,No,Electronic check,52.1,335.5,No
JLUT-5026,Female,0,No,No,60,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,108.82,6858.88,No
KXLI-0311,Male,0,Yes,No,26,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,78.49,1850.32,No
QUBD-8279,Female,0,No,No,62,Yes,No phone service,DSL,No,No,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),98.27,6059.27,No
MVZU-1278,Female,0,No,No,31,Yes,No phone service,DSL,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,63.95,2113.76,Yes
KWAP-5659,Male,0,Yes,No,59,Yes,No,DSL,No,No internet service,Yes,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,111.19,7020.0,No
BYCF-5735,Female,0,Yes,No,34,Yes,Yes,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.76,1545.31,No
AILY-6024,Female,0,Yes,Yes,15,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,104.28,1682.26,Yes
DEWY-0422,Female,0,No,No,35,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,35.3,1131.47,No
KBVN-5206,Male,0,Yes,No,55,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),90.55,5053.23,Yes
BXSA-9840,Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,No,Electronic check,86.43,2651.62,Yes
JFZC-3745,Male,0,No,No,31,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),29.19,838.37,No
ZTFC-9050,Male,0,No,Yes,20,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),102.11,2181.0,Yes
JLSH-6799,Female,0,Yes,No,55,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,100.78,6093.13,Yes
RJGD-0249,Male,0,Yes,Yes,39,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,104.69,3822.97,No
HBBX-8901,Female,1,No,No,53,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),44.05,2560.45,Yes
DSAD-1940,Female,0,Yes,Yes,29,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,32.32,888.16,No
NPXZ-1223,Female,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,Yes,One year,No,Bank transfer (automatic),64.02,1114.66,No
GMIC-0905,Male,1,Yes,No,0,Yes,No,Fiber optic,Yes,No,No internet service,No,No internet service,No,Two year,No,Bank transfer (automatic),103.85, ,Yes
UJGG-2687,Female,0,No,No,17,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,97.94,1574.17,Yes
CZEM-7169,Male,0,Yes,Yes,56,Yes,No,No,No,No,No internet service,No,No,Yes,Two year,No,Electronic check,86.97,5002.65,No
JWKL-7070,Male,0,No,No,58,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,116.47,7350.66,Yes
SPIT-9807,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,82.93,990.26,No
CKGR-6681,Female,0,No,Yes,31,Yes,Yes,No,No internet service,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),107.95,3266.07,No
PXPU-9872,Male,1,No,No,69,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,No internet service,No,Two year,Yes,Electronic check,63.57,4228.36,No
CZXI-1271,Male,0,Yes,No,32,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No,One year,Yes,Mailed check,97.19,2991.64,No
HEFJ-3278,Male,0,No,No,64,Yes,No,No,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.53,5719.03,No
PPOX-8046,Male,1,Yes,No,2,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,22.77,41.09,No
HNRL-3640,Male,0,No,No,4,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,No,One year,Yes,Electronic check,55.29,236.58,No
MNBP-4502,Male,0,No,Yes,11,Yes,Yes,No,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),100.31,1069.55,Yes
VVWJ-2062,Female,0,Yes,Yes,32,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,Yes,One year,No,Electronic check,55.76,1898.34,Yes
EDOQ-6305,Male,0,No,No,26,No,No,No,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),47.31,1286.45,No
DMTO-1029,Female,0,Yes,No,12,Yes,No phone service,No,Yes,No,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),20.65,246.62,No
ELYO-6373,Female,0,Yes,No,35,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,33.49,1201.67,No
VQFP-9410,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),33.75,1950.85,Yes
FKBY-8047,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,111.06,7223.01,No
DSEE-7510,Female,1,No,No,49,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),31.28,1648.79,Yes
CRDS-8439,Female,0,Yes,Yes,50,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,66.95,3469.9,No
IPTV-9013,Male,0,No,No,3,No,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,95.6,296.63,No
IFFK-8326,Male,0,No,No,43,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,67.27,2854.92,No
LOGY-5157,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,59.27,981.86,No
VIOP-3242,Female,0,No,No,17,No,Yes,DSL,No,No,No internet service,No,Yes,No,One year,No,Bank transfer (automatic),108.49,1883.7,No
BBDC-8659,Female,0,Yes,No,5,Yes,Yes,DSL,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Mailed check,107.79,485.07,No
LXIS-9680,Male,0,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No,No,Yes,No,Month-to-month,Yes,Mailed check,102.41,5527.97,No
JYWJ-3555,Male,0,Yes,No,62,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),66.88,4027.36,No
OBUW-5247,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Two year,No,Electronic check,74.89,2935.48,No
KULZ-2821,Female,0,No,Yes,68,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Electronic check,36.1,2596.57,No
FXFQ-7087,Male,0,No,No,68,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),103.57,6862.69,Yes
VORM-8731,Male,0,Yes,No,8,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,36.43,312.15,No
MNOF-0605,Male,0,No,No,22,Yes,No,DSL,No,No internet service,No internet service,Yes,Yes,No internet service,One year,Yes,Electronic check,35.64,860.56,No
ELZC-5353,Female,0,Yes,Yes,10,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,114.93,1234.28,No
OQEX-5983,Male,1,No,No,60,Yes,No phone service,No,No internet service,No,No,No,No internet service,No,Month-to-month,No,Electronic check,53.42,3131.62,No
ZIHC-5308,Female,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No,One year,Yes,Mailed check,114.04,1967.15,No
TECD-8672,Female,0,No,No,49,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,No,Month-to-month,No,Credit card (automatic),111.8,5325.13,Yes
OSPW-7402,Male,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.38,5715.46,Yes
ECQG-0955,Male,0,Yes,No,13,Yes,Yes,DSL,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),109.03,1544.95,No
NWLK-0281,Male,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.3,3228.23,No
NECL-4602,Female,0,No,No,54,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),22.5,1190.64,No
KMVW-9235,Female,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.3,779.71,Yes
EKIM-0407,Female,0,No,No,62,Yes,No,DSL,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),115.67,7673.98,No
WEVP-3821,Female,0,No,No,26,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,97.66,2638.85,No
WBMP-5722,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,83.04,2899.56,Yes
SQIU-8460,Male,0,No,No,59,Yes,Yes,No,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,38.54,2272.83,No
YADW-8059,Female,0,Yes,No,29,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,One year,No,Mailed check,111.79,3053.46,Yes
KOEC-9101,Female,0,No,No,38,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),23.95,868.28,No
TFLU-3763,Female,0,Yes,Yes,51,No,Yes,No,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),58.74,2815.61,Yes
ZMEL-9428,Female,0,No,No,57,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),54.34,3135.94,No
KEMJ-1334,Male,0,No,No,64,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,103.38,6372.92,No
HEAR-2295,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),28.91,762.24,No
IZAV-8392,Male,0,No,No,57,Yes,No,DSL,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),34.32,2089.72,No
MFFR-4088,Male,0,No,No,41,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),45.1,1872.74,Yes
CECW-0456,Female,0,Yes,No,27,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No,Two year,Yes,Electronic check,58.16,1572.02,No
CWTJ-5435,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),75.41,632.41,Yes
MLSS-4483,Male,0,Yes,No,10,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.24,1050.22,No
UIDO-2667,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,60.98,3572.43,Yes
TTNN-8962,Male,0,Yes,No,29,Yes,Yes,DSL,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,44.91,1422.38,No
IUDQ-8516,Male,0,Yes,No,48,Yes,Yes,No,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),25.21,1301.24,No
CFXC-4509,Male,0,Yes,No,70,No,Yes,No,No internet service,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,48.22,3675.24,No
GDJG-6477,Male,1,Yes,Yes,68,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,No,One year,No,Bank transfer (automatic),61.32,3915.04,Yes
EEGV-3172,Female,0,No,Yes,59,Yes,No,DSL,No internet service,No,Yes,No,No internet service,Yes,One year,Yes,Mailed check,90.11,4889.83,No
BPLO-9695,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),52.94,1317.41,No
XMFW-1915,Male,0,No,No,19,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,No,Two year,Yes,Electronic check,95.36,1661.78,No
YSZN-7455,Male,0,No,Yes,58,Yes,Yes,No,No,No internet service,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),51.26,2931.37,No
ZSKP-4019,Female,1,Yes,Yes,11,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),18.37,183.31,No
OSTY-0225,Female,1,No,Yes,4,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,31.75,116.65,Yes
UCDG-2871,Male,0,No,No,29,Yes,No,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,39.32,1196.42,No
UNTE-2907,Female,0,No,No,32,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,54.79,1637.13,No
IHTB-3898,Female,0,No,Yes,9,Yes,No,Fiber optic,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,23.0,195.57,No
UEZC-5698,Female,0,No,No,38,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,101.23,3622.15,Yes
WSLM-6013,Female,1,No,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,41.33,2746.49,Yes
WIUH-6422,Female,0,Yes,Yes,59,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),94.73,5122.27,No
MFZK-3232,Female,1,No,No,40,Yes,Yes,No,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,79.8,3395.32,No
MOLO-9563,Female,0,No,No,68,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),105.28,7242.21,No
SSCP-8227,Female,0,No,No,36,Yes,No,DSL,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),57.59,1867.02,Yes
TGSX-2404,Female,0,Yes,Yes,7,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,No,One year,No,Credit card (automatic),84.91,648.36,No
FGBR-8901,Female,0,No,No,56,Yes,Yes,No,No,Yes,No,No internet service,No internet service,Yes,Two year,No,Mailed check,55.09,2798.75,Yes
ROZW-5862,Male,0,Yes,No,66,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,94.1,6054.71,Yes
SAXQ-1603,Male,0,Yes,No,27,No,No,DSL,No,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),59.24,1495.1,Yes
YHOK-7243,Female,0,No,No,13,Yes,Yes,DSL,No,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,110.33,1446.34,Yes
LHWW-9960,Male,0,No,No,10,Yes,No,No,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,112.49,1115.55,Yes
MGTC-4178,Male,0,Yes,Yes,28,Yes,Yes,No,No,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,113.88,3303.72,No
UCPJ-6092,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,No,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),88.47,4955.3,No
YBNI-0395,Male,1,No,No,8,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,41.81,342.49,Yes
OMWS-8347,Female,0,Yes,No,35,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,101.16,3520.78,No
ONCX-0797,Male,0,Yes,Yes,18,Yes,No,No,Yes,No,No internet service,No internet service,No,No internet service,One year,Yes,Credit card (automatic),38.0,719.07,No
VUIV-0505,Male,0,Yes,No,6,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No,Yes,One year,Yes,Credit card (automatic),92.49,593.46,No
SVMF-0871,Male,0,No,No,16,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,115.13,1806.41,Yes
BUZB-0149,Female,0,No,Yes,47,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),56.8,2601.6,No
GUQP-6561,Male,0,No,No,50,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,19.62,891.17,No
ENHL-6550,Female,0,No,No,70,Yes,No,No,No internet service,No,Yes,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),100.12,6330.45,Yes
PAGC-5425,Male,0,No,No,57,Yes,No,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),101.94,6258.53,No
CHNW-8409,Male,1,Yes,Yes,6,Yes,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),39.63,256.75,No
HRFQ-5349,Female,1,No,No,61,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,One year,No,Mailed check,70.84,4415.18,No
WMVA-8558,Male,0,Yes,Yes,66,Yes,No,DSL,No internet service,No,No,No,No,No internet service,Two year,Yes,Mailed check,59.25,3946.9,No
ZEKV-5684,Female,0,No,Yes,14,Yes,Yes,No,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,18.98,289.23,Yes
UDZT-7197,Female,1,Yes,Yes,66,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,No internet service,Two year,Yes,Electronic check,92.77,6528.64,No
BQJM-8753,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.26,2857.65,No
RXCZ-3437,Female,1,No,No,40,Yes,No,DSL,No,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,112.47,4138.58,No
YNNP-0130,Male,0,No,No,16,Yes,Yes,No,No,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),100.38,1765.3,No
KFOL-4652,Female,0,Yes,No,56,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),98.58,5371.24,No
ECYR-5896,Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),92.99,4030.75,Yes
URBT-9179,Female,0,Yes,No,70,No,No,Fiber optic,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),70.68,4583.18,No
WGCW-7400,Male,1,Yes,No,63,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),37.91,2427.36,Yes
LKPD-1623,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,71.19,1281.54,Yes
YRLX-0235,Female,0,No,No,0,Yes,Yes,DSL,No,Yes,No,No,Yes,No internet service,Two year,No,Electronic check,30.68, ,No
QHRP-4572,Male,0,Yes,No,30,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,113.67,3588.71,Yes
YUHD-8742,Male,0,Yes,No,16,Yes,No,DSL,No,Yes,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),31.91,490.37,Yes
AUUD-9972,Female,0,No,Yes,40,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,No,Two year,Yes,Electronic check,20.73,796.66,No
LZIC-3589,Female,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),19.42,533.02,No
BBRU-5221,Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),100.11,4802.37,No
FAYO-9315,Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),59.22,3162.41,No
ESCU-3410,Male,0,No,No,7,Yes,No,No,No,Yes,Yes,No,No internet service,No,Two year,Yes,Electronic check,34.86,231.67,No
UKAS-7780,Male,0,No,Yes,31,No,No,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),95.12,2828.96,Yes
TFGU-6979,Female,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,70.41,3506.28,No
VKTQ-4999,Male,0,Yes,No,68,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,75.85,5213.11,Yes
TETI-2296,Male,0,No,No,37,Yes,No,No,Yes,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),73.7,2548.37,No
BYHL-5823,Male,0,No,Yes,18,Yes,No phone service,DSL,No,No internet service,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),107.63,1869.9,No
WQMA-0752,Female,0,No,Yes,5,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,52.81,284.13,No
PJGV-4230,Male,0,No,Yes,44,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),112.9,4640.82,No
YERL-8672,Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),31.33,2074.65,No
PGAF-9595,Female,0,No,Yes,15,Yes,Yes,DSL,No,No internet service,No,No,Yes,No,Month-to-month,No,Mailed check,77.36,1057.74,No
SFNC-9863,Female,0,Yes,No,53,Yes,No,DSL,No,No internet service,No,No,Yes,Yes,One year,No,Mailed check,90.11,4416.11,Yes
SVOI-2753,Male,1,Yes,Yes,31,Yes,No,DSL,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,81.9,2342.79,No
ESNR-8254,Male,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),111.03,3071.83,Yes
ZKXE-7495,Female,0,No,No,51,No,Yes,No,No,No,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,39.15,1954.5,No
ERZJ-5622,Male,0,No,Yes,68,Yes,No phone service,DSL,No internet service,No,No,No,No,No internet service,One year,No,Bank transfer (automatic),93.36,5905.49,No
LWOK-9318,Female,0,Yes,Yes,28,Yes,No,DSL,No internet service,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,63.08,1609.26,Yes
NYFN-1244,Female,0,Yes,No,2,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,45.69,100.11,No
YZSR-9768,Male,0,Yes,No,50,Yes,Yes,DSL,Yes,No,No internet service,No,No,No internet service,One year,No,Bank transfer (automatic),22.95,1068.92,No
CFUU-9700,Female,0,No,Yes,67,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,33.43,2306.08,Yes
CRRB-3098,Female,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,43.81,2031.66,No
EEIN-4700,Male,0,Yes,No,24,Yes,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.93,1821.17,Yes
THCQ-8888,Female,0,Yes,No,21,Yes,Yes,No,No,No,No,No,No,Yes,One year,Yes,Mailed check,113.8,2546.96,No
RNKP-3162,Male,0,No,No,41,No,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),47.3,1916.58,No
YWXI-7680,Male,0,No,No,7,Yes,No,No,No,No,No internet service,No,Yes,No internet service,One year,Yes,Credit card (automatic),26.67,168.09,No
KDDE-7905,Female,0,Yes,Yes,43,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,53.9,2313.03,No
IJHO-1641,Female,0,Yes,No,52,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),117.57,5742.88,No
ABJF-7241,Male,0,Yes,Yes,66,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Mailed check,96.31,5794.69,Yes
PHDK-9527,Female,0,No,No,26,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),33.82,812.71,No
PXCY-9498,Male,0,No,No,10,Yes,Yes,No,No,No,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),36.34,397.7,Yes
