gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,avg_monthly_spend
Male,0,1,0,29,1,Yes,DSL,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,0,Mailed check,44.91,1422.38,0,2-4 years,49.05
Male,0,1,0,48,1,Yes,No,No,No,Yes,No,Yes,No internet service,Month-to-month,0,Bank transfer (automatic),25.21,1301.24,0,2-4 years,27.11
Male,0,1,0,70,0,Yes,No,No internet service,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,48.22,3675.24,0,4+ years,52.5
Male,1,1,1,68,1,No,DSL,No internet service,No internet service,No,Yes,Yes,No,One year,0,Bank transfer (automatic),61.32,3915.04,1,4+ years,57.57
Female,0,0,1,59,1,No,DSL,No internet service,No,Yes,No,No internet service,Yes,One year,1,Mailed check,90.11,4889.83,0,4+ years,82.88
Female,0,1,0,27,1,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),52.94,1317.41,0,2-4 years,48.79
Male,0,0,0,19,1,Yes,DSL,Yes,No,No,No internet service,Yes,No,Two year,1,Electronic check,95.36,1661.78,0,1-2 years,87.46
Male,0,0,1,58,1,Yes,No,No,No internet service,No,No internet service,No,Yes,One year,1,Credit card (automatic),51.26,2931.37,0,4+ years,50.54
Female,1,1,1,11,1,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,One year,0,Bank transfer (automatic),18.37,183.31,0,0-1 year,16.66
Female,1,0,1,4,1,No phone service,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,1,Mailed check,31.75,116.65,1,0-1 year,29.16
Male,0,0,0,29,1,No,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,0,Mailed check,39.32,1196.42,0,2-4 years,41.26
Female,0,0,0,32,0,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,54.79,1637.13,0,2-4 years,51.16
Female,0,0,1,9,1,No,Fiber optic,No,No,No internet service,Yes,No,Yes,Month-to-month,1,Electronic check,23.0,195.57,0,0-1 year,21.73
Female,0,0,0,38,1,Yes,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,1,Electronic check,101.23,3622.15,1,2-4 years,95.32
Female,1,0,1,65,1,Yes,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Month-to-month,1,Mailed check,41.33,2746.49,1,4+ years,42.25
Female,0,1,1,59,1,No,Fiber optic,No,Yes,Yes,Yes,No internet service,No,Month-to-month,1,Credit card (automatic),94.73,5122.27,0,4+ years,86.82
Female,1,0,0,40,1,Yes,No,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,1,Electronic check,79.8,3395.32,0,2-4 years,84.88
Female,0,0,0,68,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),105.28,7242.21,0,4+ years,106.5
Female,0,0,0,36,1,No,DSL,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,0,Credit card (automatic),57.59,1867.02,1,2-4 years,51.86
Female,0,1,1,7,1,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,No,One year,0,Credit card (automatic),84.91,648.36,0,0-1 year,92.62
Female,0,0,0,56,1,Yes,No,No,Yes,No,No internet service,No internet service,Yes,Two year,0,Mailed check,55.09,2798.75,1,4+ years,49.98
Male,0,1,0,66,1,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,0,Mailed check,94.1,6054.71,1,4+ years,91.74
Male,0,1,0,27,0,No,DSL,No,No internet service,No internet service,Yes,Yes,Yes,One year,1,Bank transfer (automatic),59.24,1495.1,1,2-4 years,55.37
Female,0,0,0,13,1,Yes,DSL,No,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,1,Mailed check,110.33,1446.34,1,1-2 years,111.26
Male,0,0,0,10,1,No,No,Yes,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,112.49,1115.55,1,0-1 year,111.56
Male,0,1,1,28,1,Yes,No,No,Yes,No,Yes,Yes,No internet service,Month-to-month,0,Mailed check,113.88,3303.72,0,2-4 years,117.99
Female,0,1,0,53,1,No,Fiber optic,No,No,No,Yes,No internet service,Yes,One year,1,Bank transfer (automatic),88.47,4955.3,0,4+ years,93.5
Male,1,0,0,8,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Mailed check,41.81,342.49,1,0-1 year,42.81
Female,0,1,0,35,1,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,101.16,3520.78,0,2-4 years,100.59
Male,0,1,1,18,1,No,No,Yes,No,No internet service,No internet service,No,No internet service,One year,1,Credit card (automatic),38.0,719.07,0,1-2 years,39.95
Male,0,1,0,6,1,No phone service,DSL,Yes,No,No internet service,Yes,No,Yes,One year,1,Credit card (automatic),92.49,593.46,0,0-1 year,98.91
Male,0,0,0,16,1,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,0,Electronic check,115.13,1806.41,1,1-2 years,112.9
Female,0,0,1,47,0,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),56.8,2601.6,0,2-4 years,55.35
Male,0,0,0,50,1,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,19.62,891.17,0,4+ years,17.82
Female,0,0,0,70,1,No,No,No internet service,No,Yes,Yes,No internet service,No internet service,Two year,0,Credit card (automatic),100.12,6330.45,1,4+ years,90.44
Male,0,0,0,57,1,No,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,1,Credit card (automatic),101.94,6258.53,0,4+ years,109.8
Male,1,1,1,6,1,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),39.63,256.75,0,0-1 year,42.79
Female,1,0,0,61,1,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,One year,0,Mailed check,70.84,4415.18,0,4+ years,72.38
Male,0,1,1,66,1,No,DSL,No internet service,No,No,No,No,No internet service,Two year,1,Mailed check,59.25,3946.9,0,4+ years,59.8
Female,0,0,1,14,1,Yes,No,No,No,No,No,No internet service,No,Month-to-month,1,Electronic check,18.98,289.23,1,1-2 years,20.66
Female,1,1,1,66,1,No phone service,Fiber optic,No,No internet service,Yes,No,No,No internet service,Two year,1,Electronic check,92.77,6528.64,0,4+ years,98.92
Female,0,1,1,52,1,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,1,Bank transfer (automatic),50.26,2857.65,0,4+ years,54.95
Female,1,0,0,40,1,No,DSL,No,No,No internet service,No,No internet service,Yes,Month-to-month,1,Electronic check,112.47,4138.58,0,2-4 years,103.46
Male,0,0,0,16,1,Yes,No,No,No,No internet service,Yes,No,No internet service,Month-to-month,1,Credit card (automatic),100.38,1765.3,0,1-2 years,110.33
Female,0,1,0,56,1,Yes,No,Yes,Yes,Yes,No,Yes,No internet service,Two year,1,Credit card (automatic),98.58,5371.24,0,4+ years,95.92
Female,0,0,0,43,1,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,1,Bank transfer (automatic),92.99,4030.75,1,2-4 years,93.74
Female,0,1,0,70,0,No,Fiber optic,Yes,No,No,No,Yes,No internet service,Month-to-month,1,Bank transfer (automatic),70.68,4583.18,0,4+ years,65.47
Male,1,1,0,63,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),37.91,2427.36,1,4+ years,38.53
Male,0,1,1,19,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,0,Electronic check,71.19,1281.54,1,1-2 years,67.45
Female,0,0,0,0,1,Yes,DSL,No,Yes,No,No,Yes,No internet service,Two year,0,Electronic check,30.68,1955.46,0,0-1 year,30.68
Male,0,1,0,30,1,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,0,Electronic check,113.67,3588.71,1,2-4 years,119.62
Male,0,1,0,16,1,No,DSL,No,Yes,No,No internet service,No,Yes,One year,1,Credit card (automatic),31.91,490.37,1,1-2 years,30.65
Female,0,0,1,40,1,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,No,Two year,1,Electronic check,20.73,796.66,0,2-4 years,19.92
Female,0,1,1,27,1,No,No,No internet service,No internet service,No,No,No,No internet service,Month-to-month,0,Bank transfer (automatic),19.42,533.02,0,2-4 years,19.74
Male,0,1,0,48,1,No,No,No internet service,No internet service,No,No internet service,Yes,No internet service,One year,1,Credit card (automatic),100.11,4802.37,0,2-4 years,100.05
Male,0,1,1,54,1,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,1,Credit card (automatic),59.22,3162.41,0,4+ years,58.56
Male,0,0,0,7,1,No,No,No,Yes,Yes,No,No internet service,No,Two year,1,Electronic check,34.86,231.67,0,0-1 year,33.1
Male,0,0,1,31,0,No,DSL,No,No internet service,No,No,No,No,Month-to-month,1,Bank transfer (automatic),95.12,2828.96,1,2-4 years,91.26
Female,0,0,0,50,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,1,Mailed check,70.41,3506.28,0,4+ years,70.13
Male,0,1,0,68,1,No,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,1,Mailed check,75.85,5213.11,1,4+ years,76.66
Male,0,0,0,37,1,No,No,Yes,No internet service,No,No,No,No,Month-to-month,0,Bank transfer (automatic),73.7,2548.37,0,2-4 years,68.87
Male,0,0,1,18,1,No phone service,DSL,No,No internet service,Yes,No,Yes,Yes,Two year,0,Bank transfer (automatic),107.63,1869.9,0,1-2 years,103.88
Female,0,0,1,5,1,Yes,DSL,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,0,Electronic check,52.81,284.13,0,0-1 year,56.83
Male,0,0,1,44,1,No,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,1,Bank transfer (automatic),112.9,4640.82,0,2-4 years,105.47
Female,0,1,0,69,1,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,1,Credit card (automatic),31.33,2074.65,0,4+ years,30.07
Female,0,0,1,15,1,Yes,DSL,No,No internet service,No,No,Yes,No,Month-to-month,0,Mailed check,77.36,1057.74,0,1-2 years,70.52
Female,0,1,0,53,1,No,DSL,No,No internet service,No,No,Yes,Yes,One year,0,Mailed check,90.11,4416.11,1,4+ years,83.32
Male,1,1,1,31,1,No,DSL,No,No,Yes,No internet service,No,Yes,Month-to-month,1,Electronic check,81.9,2342.79,0,2-4 years,75.57
Male,0,0,0,28,1,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,1,Bank transfer (automatic),111.03,3071.83,1,2-4 years,109.71
Female,0,0,0,51,0,Yes,No,No,No,Yes,No internet service,No,Yes,Month-to-month,0,Mailed check,39.15,1954.5,0,4+ years,38.32
Male,0,0,1,68,1,No phone service,DSL,No internet service,No,No,No,No,No internet service,One year,0,Bank transfer (automatic),93.36,5905.49,0,4+ years,86.85
Female,0,1,1,28,1,No,DSL,No internet service,Yes,No,No internet service,No internet service,No,Month-to-month,1,Mailed check,63.08,1609.26,1,2-4 years,57.47
Female,0,1,0,2,1,No,DSL,Yes,Yes,No internet service,No internet service,No,No internet service,Month-to-month,1,Mailed check,45.69,100.11,0,0-1 year,50.06
Male,0,1,0,50,1,Yes,DSL,Yes,No,No internet service,No,No,No internet service,One year,0,Bank transfer (automatic),22.95,1068.92,0,4+ years,21.38
Female,0,0,1,67,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,1,Electronic check,33.43,2306.08,1,4+ years,34.42
Female,0,0,0,43,1,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,1,Electronic check,43.81,2031.66,0,2-4 years,47.25
Male,0,1,0,24,1,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),79.93,1821.17,1,1-2 years,75.88
Female,0,1,0,21,1,Yes,No,No,No,No,No,No,Yes,One year,1,Mailed check,113.8,2546.96,0,1-2 years,121.28
Male,0,0,0,41,0,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),47.3,1916.58,0,2-4 years,46.75
Male,0,0,0,7,1,No,No,No,No,No internet service,No,Yes,No internet service,One year,1,Credit card (automatic),26.67,168.09,0,0-1 year,24.01
Female,0,1,1,43,0,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,53.9,2313.03,0,2-4 years,53.79
Female,0,1,0,52,1,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),117.57,5742.88,0,4+ years,110.44
Male,0,1,1,66,1,No,No,Yes,Yes,Yes,No internet service,Yes,Yes,One year,1,Mailed check,96.31,5794.69,1,4+ years,87.8
Female,0,0,0,26,1,No,DSL,Yes,No,Yes,No,No,No,One year,1,Bank transfer (automatic),33.82,812.71,0,2-4 years,31.26
Male,0,0,0,10,1,Yes,No,No,No,No internet service,No,No,Yes,Two year,1,Credit card (automatic),36.34,397.7,1,0-1 year,39.77
Female,0,1,0,26,1,No,No,No,No internet service,Yes,No,Yes,No,Two year,1,Electronic check,77.53,1944.25,0,2-4 years,74.78
Male,0,0,0,6,1,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,37.42,241.65,1,0-1 year,40.28
Female,0,1,0,56,1,No,No,No internet service,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,0,Electronic check,117.69,6209.11,0,4+ years,110.88
Male,0,1,0,38,0,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,1,Mailed check,98.94,3415.81,0,2-4 years,89.89
Female,0,1,0,50,1,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,One year,0,Credit card (automatic),19.98,1081.35,1,4+ years,21.63
Female,0,1,0,20,1,No,DSL,No,No,Yes,Yes,No,No internet service,Two year,0,Mailed check,46.93,1028.45,0,1-2 years,51.42
Male,0,1,1,56,1,No,No,No internet service,No,Yes,No,No,No,Two year,0,Mailed check,45.41,2379.86,0,4+ years,42.5
Male,1,1,0,50,1,No,DSL,No,No internet service,Yes,Yes,No,Yes,Month-to-month,0,Credit card (automatic),99.97,4498.68,0,4+ years,89.97
Female,0,1,0,16,1,Yes,DSL,No internet service,No,No,Yes,No,Yes,One year,1,Credit card (automatic),58.51,924.53,0,1-2 years,57.78
Female,0,0,0,30,1,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,No,One year,1,Credit card (automatic),49.13,1524.49,0,2-4 years,50.82
Female,0,1,0,13,1,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,1,Bank transfer (automatic),85.9,1208.86,0,1-2 years,92.99
Female,1,0,1,1,1,No,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,1,Electronic check,101.26,93.55,0,0-1 year,93.55
Male,1,1,0,25,1,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,One year,0,Mailed check,114.05,3095.07,0,2-4 years,123.8
Female,0,1,0,21,1,Yes,DSL,No internet service,Yes,No,No,Yes,No,Month-to-month,0,Mailed check,104.52,2235.49,1,1-2 years,106.45
Female,0,1,1,27,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,89.04,2624.73,0,2-4 years,97.21
Male,0,1,0,5,1,No,DSL,No,No internet service,No internet service,No,No,Yes,Month-to-month,0,Mailed check,55.23,297.79,0,0-1 year,59.56
Female,0,1,0,18,1,No,DSL,No,Yes,No,No,Yes,No internet service,Two year,1,Electronic check,70.25,1333.07,0,1-2 years,74.06
Male,0,1,0,55,1,No,Fiber optic,No,No,Yes,No internet service,No,Yes,One year,1,Electronic check,73.4,4319.82,0,4+ years,78.54
Female,0,0,1,20,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,1,Mailed check,71.55,1571.42,0,1-2 years,78.57
Male,0,1,0,41,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),115.02,5035.94,1,2-4 years,122.83
Male,0,1,1,19,1,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,1,Mailed check,95.53,1948.58,0,1-2 years,102.56
Female,0,0,0,43,0,No,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,1,Mailed check,24.28,1135.53,1,2-4 years,26.41
Male,0,0,0,30,1,No phone service,No,Yes,No internet service,Yes,No,No,No,Month-to-month,1,Credit card (automatic),78.08,2143.77,1,2-4 years,71.46
Female,1,0,0,8,1,No phone service,DSL,No,No,No,No,No internet service,Yes,Month-to-month,1,Electronic check,90.07,778.38,1,0-1 year,97.3
Male,0,1,1,49,1,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,1,Mailed check,53.23,2536.71,1,4+ years,51.77
Male,0,1,0,31,1,No phone service,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,0,Electronic check,31.87,991.82,0,2-4 years,31.99
Male,0,0,0,39,1,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,One year,0,Credit card (automatic),46.8,1920.68,0,2-4 years,49.25
Female,0,0,0,51,1,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,1,Electronic check,35.57,1739.77,0,4+ years,34.11
Female,0,1,1,68,1,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,1,Credit card (automatic),76.29,4734.39,0,4+ years,69.62
Male,0,0,0,26,1,No phone service,DSL,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,0,Mailed check,60.48,1685.45,0,2-4 years,64.82
Female,0,1,0,1,1,No,DSL,No internet service,No,No,No,Yes,No,One year,1,Credit card (automatic),117.58,119.08,0,0-1 year,119.08
Male,0,0,1,0,1,Yes,DSL,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,0,Bank transfer (automatic),114.14,1955.46,1,0-1 year,114.14
Male,0,1,1,7,1,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),100.67,690.82,0,0-1 year,98.69
Female,1,1,0,9,1,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,1,Bank transfer (automatic),80.32,661.85,1,0-1 year,73.54
Male,0,0,0,68,1,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),33.42,2400.45,0,4+ years,35.3
Female,0,1,0,65,1,Yes,DSL,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,0,Electronic check,51.61,3071.94,0,4+ years,47.26
Male,0,0,0,40,1,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,No,Month-to-month,1,Bank transfer (automatic),59.76,2213.58,0,2-4 years,55.34
Female,1,1,0,47,1,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,0,Electronic check,92.08,4706.38,0,2-4 years,100.14
Male,0,0,0,47,1,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,0,Credit card (automatic),90.58,4094.3,0,2-4 years,87.11
Male,0,0,1,32,1,Yes,DSL,No,No,Yes,No,Yes,No internet service,Two year,0,Credit card (automatic),94.09,3086.53,0,2-4 years,96.45
Male,0,0,0,68,1,No,No,No,No,No internet service,No,Yes,No,Month-to-month,0,Bank transfer (automatic),111.72,8259.51,0,4+ years,121.46
Male,0,0,0,50,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,1,Credit card (automatic),59.21,2699.98,0,4+ years,54.0
Male,1,0,0,63,1,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Two year,1,Credit card (automatic),30.87,2122.72,1,4+ years,33.69
Female,0,1,0,22,1,No,No,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,1,Electronic check,104.71,2438.34,0,1-2 years,110.83
Female,0,0,1,51,1,No phone service,No,No,No,No internet service,Yes,No,No,Two year,1,Electronic check,117.45,6336.07,1,4+ years,124.24
Male,0,1,0,42,1,Yes,DSL,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,1,Mailed check,87.58,4009.51,0,2-4 years,95.46
Male,0,1,0,9,1,No,Fiber optic,No,No internet service,No internet service,Yes,No,No,Month-to-month,1,Credit card (automatic),44.79,395.78,0,0-1 year,43.98
Female,0,0,1,0,1,Yes,Fiber optic,No,No,No internet service,No,Yes,No internet service,Month-to-month,0,Credit card (automatic),61.55,1955.46,0,0-1 year,61.55
Female,0,1,1,15,1,No,No,No internet service,No,No,No internet service,Yes,No,Two year,1,Credit card (automatic),58.28,892.19,1,1-2 years,59.48
Male,0,1,0,18,1,No phone service,No,No internet service,No,No internet service,No,No internet service,No,One year,1,Credit card (automatic),80.13,1559.19,1,1-2 years,86.62
Male,0,1,0,4,1,Yes,DSL,No,Yes,No internet service,No,No,No,Month-to-month,0,Credit card (automatic),91.81,352.76,0,0-1 year,88.19
Male,0,0,0,54,1,No phone service,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Two year,1,Mailed check,52.97,2579.24,1,4+ years,47.76
Male,0,1,0,61,1,No,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,0,Credit card (automatic),108.11,6582.23,1,4+ years,107.91
Male,1,1,0,4,1,Yes,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,One year,0,Electronic check,70.44,301.51,0,0-1 year,75.38
Male,0,1,0,6,1,No,Fiber optic,No,No,Yes,No internet service,No,No internet service,Two year,0,Credit card (automatic),99.22,567.29,0,0-1 year,94.55
Female,0,0,1,32,1,No,DSL,No,Yes,No,No,No,Yes,One year,0,Credit card (automatic),105.72,3519.0,1,2-4 years,109.97
Male,0,0,1,5,1,No,DSL,Yes,No,No,No,No,No internet service,Month-to-month,1,Mailed check,103.85,543.82,0,0-1 year,108.76
Male,0,0,0,5,1,No,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Two year,1,Electronic check,78.62,417.69,0,0-1 year,83.54
Female,1,0,0,50,1,Yes,No,No,No,No,No,Yes,Yes,Two year,1,Mailed check,40.66,2133.59,1,4+ years,42.67
Female,1,0,0,11,1,Yes,No,No,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,81.56,877.99,0,0-1 year,79.82
Female,0,0,0,3,1,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Two year,0,Mailed check,83.41,241.79,1,0-1 year,80.6
Male,0,0,1,0,0,Yes,DSL,No internet service,No,No,Yes,No,No internet service,Month-to-month,0,Bank transfer (automatic),57.21,1955.46,0,0-1 year,57.21
Female,1,0,0,51,1,Yes,DSL,Yes,No,No,No internet service,No internet service,No internet service,One year,0,Mailed check,74.87,3640.09,0,4+ years,71.37
Male,0,0,0,52,1,No,Fiber optic,No,No,No,Yes,No,No,One year,0,Bank transfer (automatic),72.58,3746.99,0,4+ years,72.06
Female,0,0,1,13,1,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,1,Mailed check,18.47,248.73,0,1-2 years,19.13
Female,1,1,0,20,1,No,Fiber optic,No,No,Yes,Yes,No,No,One year,1,Bank transfer (automatic),80.41,1562.31,0,1-2 years,78.12
Female,0,0,0,30,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,0,Electronic check,26.51,859.4,0,2-4 years,28.65
Male,0,1,1,40,1,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,0,Bank transfer (automatic),54.36,2260.48,0,2-4 years,56.51
Female,0,1,0,56,1,Yes,DSL,Yes,No,Yes,Yes,No,No internet service,Two year,0,Bank transfer (automatic),63.95,3305.8,0,4+ years,59.03
Female,0,1,0,6,1,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,92.25,570.93,1,0-1 year,95.15
Female,0,1,0,60,1,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,0,Electronic check,36.57,2087.07,0,4+ years,34.78
Male,0,1,0,14,1,Yes,No,No,No internet service,Yes,Yes,No,No,Month-to-month,1,Electronic check,112.13,1703.01,0,1-2 years,121.64
Male,0,1,0,8,1,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),24.39,206.67,1,0-1 year,25.83
Male,0,0,0,59,1,No,No,No internet service,No,Yes,Yes,No,No,Month-to-month,0,Bank transfer (automatic),23.66,1326.04,0,4+ years,22.48
Male,0,1,0,55,1,Yes,DSL,Yes,No internet service,No internet service,No,No,No internet service,Month-to-month,1,Electronic check,32.7,1678.33,0,4+ years,30.52
Male,1,1,0,14,1,No,No,No,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),33.97,471.53,0,1-2 years,33.68
Female,0,0,0,6,1,No,DSL,No,Yes,No internet service,Yes,Yes,Yes,Two year,1,Credit card (automatic),76.58,496.96,0,0-1 year,82.83
Female,0,1,1,23,1,No,No,No,No,Yes,Yes,No,No,Two year,1,Electronic check,96.77,2201.37,1,1-2 years,95.71
Male,0,1,1,56,1,No,Fiber optic,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,0,Credit card (automatic),89.36,5410.7,0,4+ years,96.62
Female,0,0,0,63,1,No,No,No,No,No,Yes,No internet service,No internet service,One year,1,Credit card (automatic),36.5,2284.62,1,4+ years,36.26
Female,1,1,0,24,1,Yes,DSL,No internet service,Yes,Yes,No,Yes,No internet service,Two year,0,Mailed check,106.53,2360.36,0,1-2 years,98.35
Male,0,0,0,71,1,Yes,Fiber optic,No internet service,No,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),34.78,2352.94,1,4+ years,33.14
Male,0,0,0,33,1,No,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,1,Mailed check,77.88,2377.28,0,2-4 years,72.04
Male,0,1,1,53,1,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,1,Mailed check,70.05,3409.54,0,4+ years,64.33
Female,0,1,0,33,1,No,No,No,No internet service,No,No,Yes,Yes,Two year,0,Electronic check,78.88,2760.75,0,2-4 years,83.66
Male,0,1,0,27,1,No,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Month-to-month,0,Bank transfer (automatic),41.8,1069.06,1,2-4 years,39.59
Male,0,1,0,0,1,Yes,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,1,Electronic check,74.7,1955.46,0,0-1 year,74.7
Male,0,0,0,36,1,No,No,Yes,No,No,No,No,Yes,Two year,1,Bank transfer (automatic),55.15,2139.06,0,2-4 years,59.42
Female,0,0,0,29,1,No,DSL,No internet service,Yes,Yes,No internet service,No internet service,No,One year,1,Bank transfer (automatic),86.16,2390.28,1,2-4 years,82.42
Female,0,0,0,24,1,No,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,Two year,1,Credit card (automatic),61.21,1347.31,0,1-2 years,56.14
Female,0,1,0,59,1,No,Fiber optic,No,Yes,No,No internet service,No internet service,No,Two year,1,Electronic check,21.51,1391.33,0,4+ years,23.58
Male,0,1,0,1,1,No phone service,DSL,No,No,Yes,Yes,No,No,One year,1,Bank transfer (automatic),58.1,59.99,0,0-1 year,59.99
Female,0,1,0,27,1,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Month-to-month,1,Electronic check,24.31,701.7,0,2-4 years,25.99
Male,0,1,1,47,1,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,1,Bank transfer (automatic),91.63,4026.28,1,2-4 years,85.67
Male,1,1,0,27,1,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,41.94,1227.54,1,2-4 years,45.46
